/Users/krsc0813/CLionProjects/gwas_local/gwas_files/GCST90179150_buildGRCh37.tsv
block_idx,col_idx,column_size
0,0,37769
0,1,15
0,2,29090
0,3,2276
0,4,2264
0,5,22587
0,6,84447
0,7,60464
0,8,81783
0,9,82051
1,0,37472
1,1,15
1,2,29563
1,3,2258
1,4,2225
1,5,22973
1,6,84454
1,7,61326
1,8,81654
1,9,82065
2,0,38255
2,1,15
2,2,30148
2,3,2252
2,4,2279
2,5,22504
2,6,84403
2,7,56876
2,8,81556
2,9,82120
3,0,37294
3,1,15
3,2,30191
3,3,2250
3,4,2252
3,5,22453
3,6,84216
3,7,58327
3,8,81655
3,9,81910
4,0,38140
4,1,15
4,2,30098
4,3,2267
4,4,2247
4,5,22797
4,6,84542
4,7,59882
4,8,81800
4,9,81247
5,0,37721
5,1,15
5,2,30468
5,3,2251
5,4,2257
5,5,22725
5,6,84420
5,7,59342
5,8,81443
5,9,81955
6,0,38403
6,1,15
6,2,30110
6,3,2247
6,4,2262
6,5,22390
6,6,84390
6,7,58610
6,8,81481
6,9,81864
7,0,38553
7,1,15
7,2,31174
7,3,2253
7,4,2257
7,5,22401
7,6,84377
7,7,58239
7,8,81501
7,9,82367
8,0,38958
8,1,15
8,2,30149
8,3,2243
8,4,2256
8,5,22515
8,6,84473
8,7,57655
8,8,81774
8,9,82657
9,0,37780
9,1,15
9,2,31141
9,3,2249
9,4,2233
9,5,22384
9,6,84025
9,7,58045
9,8,81194
9,9,82629
10,0,38546
10,1,15
10,2,30981
10,3,2237
10,4,2252
10,5,21954
10,6,84088
10,7,59811
10,8,81480
10,9,82825
11,0,37137
11,1,15
11,2,30358
11,3,2252
11,4,2262
11,5,22776
11,6,84449
11,7,60570
11,8,81725
11,9,81426
12,0,37650
12,1,15
12,2,30291
12,3,2257
12,4,2262
12,5,22723
12,6,84547
12,7,60508
12,8,81774
12,9,81921
13,0,36745
13,1,15
13,2,30649
13,3,2266
13,4,2258
13,5,22739
13,6,84328
13,7,62301
13,8,81493
13,9,82208
14,0,37402
14,1,15
14,2,30306
14,3,2238
14,4,2240
14,5,22767
14,6,84402
14,7,60216
14,8,81401
14,9,82101
15,0,37516
15,1,15
15,2,30694
15,3,2257
15,4,2259
15,5,22197
15,6,84008
15,7,59208
15,8,81189
15,9,82473
16,0,38000
16,1,15
16,2,30072
16,3,2232
16,4,2252
16,5,22282
16,6,84302
16,7,58020
16,8,81547
16,9,83023
17,0,38065
17,1,15
17,2,30451
17,3,2257
17,4,2247
17,5,22750
17,6,84519
17,7,62190
17,8,81761
17,9,81890
18,0,38353
18,1,15
18,2,30540
18,3,2261
18,4,2253
18,5,22393
18,6,84728
18,7,58766
18,8,81763
18,9,81471
19,0,37741
19,1,15
19,2,30682
19,3,2254
19,4,2239
19,5,22373
19,6,84507
19,7,59026
19,8,81573
19,9,82193
20,0,38338
20,1,15
20,2,30752
20,3,2250
20,4,2279
20,5,22396
20,6,84084
20,7,58283
20,8,81573
20,9,84110
21,0,38463
21,1,15
21,2,30912
21,3,2278
21,4,2264
21,5,21820
21,6,84244
21,7,56791
21,8,81367
21,9,81094
22,0,37437
22,1,15
22,2,30583
22,3,2251
22,4,2256
22,5,22055
22,6,83845
22,7,57731
22,8,81074
22,9,82118
23,0,37929
23,1,15
23,2,30522
23,3,2276
23,4,2282
23,5,22568
23,6,84257
23,7,60322
23,8,81400
23,9,82391
24,0,38139
24,1,15
24,2,31403
24,3,2255
24,4,2241
24,5,22453
24,6,84421
24,7,58298
