/Users/krsc0813/CLionProjects/gwas_local/gwas_files/GCST90179150_buildGRCh37.tsv
block_idx,col_idx,column_size
0,0,8273
0,1,5499
0,2,16002
0,3,430
0,4,447
0,5,4481
0,6,18008
0,7,13207
0,8,17578
0,9,17480
1,0,7783
1,1,5503
1,2,18874
1,3,442
1,4,446
1,5,4648
1,6,17888
1,7,14419
1,8,17564
1,9,17874
2,0,7959
2,1,5503
2,2,22010
2,3,437
2,4,448
2,5,4621
2,6,17970
2,7,14364
2,8,17582
2,9,17425
3,0,7996
3,1,5503
3,2,22010
3,3,445
3,4,440
3,5,4624
3,6,17987
3,7,14268
3,8,17557
3,9,17222
4,0,7824
4,1,5503
4,2,22010
4,3,436
4,4,445
4,5,4651
4,6,17876
4,7,14697
4,8,17454
4,9,17328
5,0,7879
5,1,5503
5,2,22010
5,3,436
5,4,440
5,5,4707
5,6,18078
5,7,15001
5,8,17633
5,9,17338
6,0,7967
6,1,5503
6,2,22010
6,3,452
6,4,442
6,5,4718
6,6,17965
6,7,15028
6,8,17531
6,9,17320
7,0,8026
7,1,5503
7,2,22010
7,3,433
7,4,446
7,5,4596
7,6,17985
7,7,14218
7,8,17546
7,9,17473
8,0,7769
8,1,5503
8,2,22010
8,3,440
8,4,442
8,5,4712
8,6,17941
8,7,15064
8,8,17456
8,9,17696
9,0,7825
9,1,5503
9,2,22010
9,3,440
9,4,435
9,5,4716
9,6,17911
9,7,14489
9,8,17498
9,9,17615
10,0,7934
10,1,5503
10,2,22010
10,3,446
10,4,433
10,5,4712
10,6,17988
10,7,14932
10,8,17552
10,9,17667
11,0,8453
11,1,5503
11,2,22010
11,3,437
11,4,449
11,5,4454
11,6,17898
11,7,12940
11,8,17374
11,9,17399
12,0,7867
12,1,5503
12,2,22010
12,3,436
12,4,451
12,5,4476
12,6,17854
12,7,13482
12,8,17451
12,9,17707
13,0,7889
13,1,5503
13,2,22010
13,3,440
13,4,451
13,5,4648
13,6,17955
13,7,14418
13,8,17510
13,9,17553
14,0,8188
14,1,5503
14,2,22010
14,3,446
14,4,448
14,5,4534
14,6,18013
14,7,13830
14,8,17632
14,9,17190
15,0,7852
15,1,5503
15,2,22010
15,3,447
15,4,443
15,5,4402
15,6,18075
15,7,13881
15,8,17570
15,9,17230
16,0,8080
16,1,5503
16,2,22010
