/Users/krsc0813/CLionProjects/gwas_local/gwas_files/GCST90179150_buildGRCh37.tsv
block_idx,col_idx,column_size
0,0,17319
0,1,107
0,2,8107
0,3,971
0,4,975
0,5,9939
0,6,38815
0,7,28151
0,8,38751
0,9,38503
1,0,16903
1,1,107
1,2,7587
1,3,983
1,4,971
1,5,10199
1,6,39023
1,7,28219
1,8,38903
1,9,37327
2,0,17039
2,1,107
2,2,7715
2,3,983
2,4,991
2,5,10331
2,6,39067
2,7,29479
2,8,38927
2,9,37567
3,0,17031
3,1,107
3,2,7991
3,3,999
3,4,971
3,5,10311
3,6,38823
3,7,28607
3,8,38867
3,9,38459
4,0,17739
4,1,107
4,2,8783
4,3,991
4,4,975
4,5,10155
4,6,38995
4,7,27259
4,8,38747
4,9,38167
5,0,17131
5,1,107
5,2,9127
5,3,971
5,4,987
5,5,9947
5,6,38827
5,7,26731
5,8,38771
5,9,37923
6,0,16951
6,1,107
6,2,8719
6,3,987
6,4,983
6,5,10243
6,6,38939
6,7,28563
6,8,38847
6,9,37347
7,0,16847
7,1,107
7,2,8935
7,3,963
7,4,979
7,5,10015
7,6,38507
7,7,26575
7,8,38499
7,9,38127
8,0,17251
8,1,107
8,2,8831
8,3,979
8,4,979
8,5,10239
8,6,39083
8,7,28543
8,8,38915
8,9,37471
9,0,17575
9,1,107
9,2,8975
9,3,975
9,4,975
9,5,10287
9,6,38959
9,7,28091
9,8,38699
9,9,37711
10,0,17431
10,1,107
10,2,8963
10,3,963
10,4,975
10,5,10207
10,6,38851
10,7,27859
10,8,38779
10,9,38391
11,0,16903
11,1,107
11,2,9099
11,3,975
11,4,987
11,5,10159
11,6,38947
11,7,28175
11,8,38651
11,9,37419
12,0,17919
12,1,107
12,2,9439
12,3,1003
12,4,995
12,5,9783
12,6,38703
12,7,25643
12,8,38719
12,9,37935
13,0,17059
13,1,107
13,2,8975
13,3,979
13,4,979
13,5,10227
13,6,38979
13,7,29163
13,8,38687
13,9,37503
14,0,17507
14,1,107
14,2,9403
14,3,987
14,4,979
14,5,10059
14,6,38707
14,7,28079
14,8,38663
14,9,38883
15,0,17687
15,1,107
15,2,9227
15,3,987
15,4,983
15,5,9947
15,6,38975
15,7,27131
15,8,38743
15,9,37643
16,0,17811
16,1,107
16,2,9159
16,3,979
16,4,979
16,5,10207
16,6,38915
16,7,27703
16,8,38919
16,9,38835
17,0,17847
17,1,107
17,2,9151
17,3,979
17,4,1003
17,5,10075
17,6,38895
17,7,26795
17,8,38831
17,9,37895
18,0,17231
18,1,107
18,2,9267
18,3,979
18,4,967
18,5,10227
18,6,38891
18,7,27919
18,8,38531
18,9,37807
19,0,17171
19,1,107
19,2,9383
19,3,975
19,4,971
19,5,9995
19,6,38407
19,7,26651
19,8,38415
19,9,38759
20,0,17811
20,1,107
20,2,9583
20,3,971
20,4,967
20,5,10011
20,6,38539
20,7,28475
20,8,38735
20,9,39399
21,0,17507
21,1,107
21,2,9215
21,3,975
21,4,979
21,5,9767
21,6,38811
21,7,26043
21,8,38675
21,9,37463
22,0,17263
22,1,107
22,2,8951
22,3,975
22,4,987
22,5,10167
22,6,38943
22,7,28175
22,8,38871
22,9,37375
23,0,16495
23,1,107
23,2,8991
23,3,979
23,4,979
23,5,10239
23,6,38835
23,7,28723
23,8,38707
23,9,37843
24,0,16939
24,1,107
24,2,9015
24,3,979
24,4,975
24,5,10203
24,6,39135
24,7,28443
24,8,38855
24,9,37415
25,0,17343
25,1,107
25,2,8943
25,3,971
25,4,995
25,5,10275
25,6,38947
25,7,28363
25,8,38951
25,9,38403
26,0,16363
26,1,107
26,2,9235
26,3,987
26,4,991
26,5,10303
26,6,38879
26,7,29423
26,8,38651
26,9,37679
27,0,16943
27,1,107
27,2,8999
27,3,987
27,4,979
27,5,10135
27,6,38727
27,7,28555
27,8,38731
27,9,38455
28,0,16915
28,1,107
28,2,9203
28,3,979
28,4,975
28,5,10231
28,6,39031
28,7,28395
28,8,38807
28,9,38087
29,0,17071
29,1,107
29,2,9299
29,3,983
29,4,983
29,5,10179
29,6,38759
29,7,28223
29,8,38507
29,9,37887
30,0,17035
30,1,107
30,2,9455
30,3,975
30,4,983
30,5,9815
30,6,38407
30,7,27027
30,8,38383
30,9,38419
31,0,17095
31,1,107
31,2,8999
31,3,975
31,4,983
31,5,10119
31,6,38827
31,7,27823
31,8,38659
31,9,37975
32,0,17467
32,1,107
32,2,9011
32,3,975
32,4,979
32,5,10059
32,6,38727
32,7,27147
32,8,38835
32,9,39191
33,0,17103
33,1,107
33,2,9115
33,3,995
33,4,971
33,5,9975
33,6,38851
33,7,27063
33,8,38703
33,9,38023
34,0,17275
34,1,107
34,2,9039
34,3,983
34,4,983
34,5,10291
34,6,39103
34,7,29035
34,8,38851
34,9,37711
35,0,17351
35,1,107
35,2,9071
35,3,975
35,4,979
35,5,10263
