/Users/krsc0813/CLionProjects/gwas_local/gwas_files/GCST90179150_buildGRCh37.tsv
block_idx,col_idx,column_size
0,0,18941
0,1,15
0,2,14471
0,3,1157
0,4,1149
0,5,11212
0,6,41988
0,7,31664
0,8,40704
0,9,41352
1,0,18522
1,1,15
1,2,14087
1,3,1172
1,4,1162
1,5,11399
1,6,42084
1,7,31654
1,8,40772
1,9,40317
2,0,18622
2,1,15
2,2,14199
2,3,1160
2,4,1139
2,5,11552
2,6,42138
2,7,32897
2,8,40772
2,9,40504
3,0,18561
3,1,15
3,2,14603
3,3,1148
3,4,1132
3,5,11446
3,6,41993
3,7,31940
3,8,40599
3,9,41228
4,0,19236
4,1,15
4,2,14751
4,3,1152
4,4,1166
4,5,11328
4,6,42078
4,7,30524
4,8,40537
4,9,40970
5,0,18673
5,1,15
5,2,14722
5,3,1154
5,4,1165
5,5,11150
5,6,42061
5,7,29945
5,8,40739
5,9,40832
6,0,18556
6,1,15
6,2,14649
6,3,1150
6,4,1143
6,5,11291
6,6,42095
6,7,31947
6,8,40814
6,9,40355
7,0,18434
7,1,15
7,2,14622
7,3,1147
7,4,1158
7,5,11184
7,6,41834
7,7,29888
7,8,40510
7,9,41121
8,0,18796
8,1,15
8,2,14772
8,3,1174
8,4,1160
8,5,11439
8,6,42214
8,7,31908
8,8,40833
8,9,40419
9,0,19031
9,1,15
9,2,14741
9,3,1146
9,4,1139
9,5,11423
9,6,42044
9,7,31323
9,8,40669
9,9,40528
10,0,18955
10,1,15
10,2,14786
10,3,1148
10,4,1150
10,5,11362
10,6,41958
10,7,31184
10,8,40500
10,9,41137
11,0,18447
11,1,15
11,2,14935
11,3,1150
11,4,1158
11,5,11447
11,6,42091
11,7,31501
11,8,40600
11,9,40448
12,0,19400
12,1,15
12,2,15145
12,3,1151
12,4,1161
12,5,10996
12,6,41940
12,7,28830
12,8,40544
12,9,40914
13,0,18616
13,1,15
13,2,14638
13,3,1145
13,4,1152
13,5,11448
13,6,42082
13,7,32701
13,8,40616
13,9,40600
14,0,19016
14,1,15
14,2,15160
14,3,1160
14,4,1154
14,5,11253
14,6,41937
14,7,31416
14,8,40505
14,9,41534
15,0,19166
15,1,15
15,2,15184
15,3,1147
15,4,1153
15,5,11191
15,6,42142
15,7,30338
15,8,40671
15,9,40578
16,0,19349
16,1,15
16,2,14709
16,3,1144
16,4,1151
16,5,11328
16,6,42044
16,7,30993
16,8,40723
16,9,41528
17,0,19343
17,1,15
17,2,14879
17,3,1149
17,4,1151
17,5,11221
17,6,42056
17,7,29956
17,8,40704
17,9,40760
18,0,18796
18,1,15
18,2,15160
18,3,1147
18,4,1154
18,5,11299
18,6,42029
18,7,31207
18,8,40488
18,9,40645
19,0,18701
19,1,15
19,2,15149
19,3,1153
19,4,1125
19,5,11093
19,6,41711
19,7,29839
19,8,40387
19,9,41626
20,0,19225
20,1,15
20,2,15250
20,3,1135
20,4,1140
20,5,11110
20,6,41718
20,7,31883
20,8,40533
20,9,42024
21,0,19027
21,1,15
21,2,14958
21,3,1151
21,4,1152
21,5,10773
21,6,41982
21,7,28968
21,8,40521
21,9,40428
22,0,18738
22,1,15
22,2,14693
22,3,1153
22,4,1158
22,5,11413
22,6,42138
22,7,31608
22,8,40809
22,9,40361
23,0,18041
23,1,15
23,2,14741
23,3,1149
23,4,1155
23,5,11369
23,6,41980
23,7,31992
23,8,40592
23,9,40663
24,0,18478
24,1,15
24,2,14693
24,3,1155
24,4,1162
24,5,11370
24,6,42249
24,7,31822
24,8,40751
