/Users/krsc0813/CLionProjects/gwas_local/gwas_files/GCST90179150_buildGRCh37.tsv
block_idx,col_idx,column_size
0,0,7717
0,1,14
0,2,5620
0,3,498
0,4,490
0,5,4409
0,6,16510
0,7,12007
0,8,16087
0,9,16051
1,0,7290
1,1,14
1,2,5503
1,3,496
1,4,496
1,5,4623
1,6,16484
1,7,13216
1,8,16025
1,9,16414
2,0,7460
2,1,14
2,2,5403
2,3,493
2,4,491
2,5,4577
2,6,16585
2,7,13143
2,8,16122
2,9,16087
3,0,7458
3,1,14
3,2,5349
3,3,497
3,4,494
3,5,4582
3,6,16544
3,7,13088
3,8,16085
3,9,15784
4,0,7328
4,1,14
4,2,5467
4,3,488
4,4,501
4,5,4588
4,6,16442
4,7,13442
4,8,15976
4,9,15940
5,0,7408
5,1,14
5,2,5356
5,3,493
5,4,488
5,5,4675
5,6,16612
5,7,13704
5,8,16136
5,9,15950
6,0,7403
6,1,14
6,2,5593
6,3,495
6,4,489
6,5,4676
6,6,16543
6,7,13727
6,8,16030
6,9,15877
7,0,7485
7,1,14
7,2,5583
7,3,495
7,4,490
7,5,4567
7,6,16510
7,7,12965
7,8,16073
7,9,16027
8,0,7319
8,1,14
8,2,5549
8,3,493
8,4,486
8,5,4694
8,6,16503
8,7,13819
8,8,15954
8,9,16234
9,0,7364
9,1,14
9,2,5571
9,3,483
9,4,494
9,5,4668
9,6,16502
9,7,13319
9,8,16027
9,9,16188
10,0,7468
10,1,14
10,2,5584
10,3,485
10,4,495
10,5,4704
10,6,16595
10,7,13702
10,8,16034
10,9,16217
11,0,7928
11,1,14
11,2,5699
11,3,493
11,4,484
11,5,4385
11,6,16465
11,7,11799
11,8,15899
11,9,15943
12,0,7322
12,1,14
12,2,5681
12,3,494
12,4,494
12,5,4445
12,6,16425
12,7,12335
12,8,15931
12,9,16269
13,0,7339
13,1,14
13,2,5586
13,3,493
13,4,496
13,5,4608
13,6,16536
13,7,13149
13,8,16010
13,9,16117
14,0,7650
14,1,14
14,2,5490
14,3,497
14,4,499
14,5,4511
14,6,16574
14,7,12659
14,8,16148
14,9,15789
15,0,7360
15,1,14
15,2,5583
15,3,481
15,4,496
15,5,4342
15,6,16568
15,7,12638
15,8,16097
15,9,15847
16,0,7561
16,1,14
16,2,5494
16,3,493
16,4,489
16,5,4745
16,6,16574
16,7,13721
16,8,16113
16,9,15908
17,0,7228
17,1,14
17,2,5621
17,3,490
17,4,486
17,5,4590
17,6,16401
17,7,12805
17,8,15946
17,9,16045
18,0,7568
18,1,14
18,2,5781
18,3,481
18,4,495
18,5,4437
18,6,16363
18,7,12215
18,8,15927
18,9,16151
19,0,7078
19,1,14
19,2,5632
19,3,496
19,4,497
19,5,4572
19,6,16497
19,7,13067
19,8,15972
19,9,16109
20,0,7519
20,1,14
20,2,5692
20,3,498
20,4,493
20,5,4665
20,6,16577
20,7,13805
20,8,16106
20,9,15834
21,0,7378
21,1,14
21,2,5467
21,3,500
21,4,495
21,5,4656
21,6,16553
21,7,13492
21,8,16035
21,9,15860
22,0,7649
22,1,14
22,2,5581
22,3,493
22,4,488
22,5,4569
22,6,16542
22,7,12673
22,8,16054
22,9,16151
23,0,7537
23,1,14
23,2,5760
23,3,491
23,4,485
23,5,4621
23,6,16530
23,7,13520
23,8,16009
23,9,15878
24,0,7564
24,1,14
24,2,5692
24,3,491
24,4,483
24,5,4533
24,6,16537
24,7,12600
24,8,16030
24,9,15859
25,0,7629
25,1,14
25,2,5472
25,3,489
25,4,487
25,5,4519
25,6,16428
25,7,12497
25,8,15893
25,9,15914
26,0,7444
26,1,14
26,2,5629
26,3,483
26,4,489
26,5,4713
26,6,16521
26,7,13968
26,8,16021
26,9,16236
27,0,7517
27,1,14
27,2,5722
27,3,487
27,4,499
27,5,4501
27,6,16476
27,7,12681
27,8,16001
27,9,16173
28,0,7379
28,1,14
28,2,5553
28,3,492
28,4,494
28,5,4691
28,6,16533
28,7,13475
28,8,16022
28,9,15971
29,0,7282
29,1,14
29,2,5767
29,3,498
29,4,492
29,5,4579
29,6,16575
29,7,13018
29,8,16033
29,9,15843
30,0,7974
30,1,14
30,2,5845
30,3,491
30,4,499
30,5,4375
30,6,16477
30,7,11915
30,8,16032
30,9,16042
31,0,7613
31,1,14
31,2,5793
31,3,487
31,4,494
31,5,4352
31,6,16399
31,7,11646
31,8,15913
31,9,16051
32,0,7533
32,1,14
32,2,5382
32,3,490
32,4,491
32,5,4665
32,6,16497
32,7,13603
32,8,16023
32,9,16020
33,0,7354
33,1,14
33,2,5542
33,3,496
33,4,484
33,5,4628
33,6,16539
33,7,13661
33,8,16054
33,9,15892
34,0,7388
34,1,14
34,2,5729
34,3,484
34,4,493
34,5,4538
34,6,16546
34,7,12871
34,8,15947
34,9,16019
35,0,7757
35,1,14
35,2,5780
35,3,495
35,4,490
35,5,4364
35,6,16390
35,7,12060
35,8,15911
35,9,16337
36,0,7560
36,1,14
36,2,5819
36,3,488
36,4,492
36,5,4626
36,6,16500
36,7,13578
36,8,15947
36,9,16443
37,0,7364
37,1,14
37,2,5617
37,3,497
37,4,488
37,5,4684
37,6,16550
37,7,13644
37,8,16018
37,9,16190
38,0,7770
38,1,14
38,2,5952
38,3,484
38,4,499
38,5,4398
38,6,16542
38,7,12186
38,8,16078
38,9,15831
39,0,7513
39,1,14
39,2,5756
39,3,495
39,4,482
39,5,4536
39,6,16482
39,7,13039
39,8,16012
39,9,15935
40,0,7639
40,1,14
40,2,5769
40,3,487
40,4,494
40,5,4581
40,6,16547
40,7,12937
40,8,16055
40,9,16118
41,0,7741
41,1,14
41,2,5687
41,3,492
41,4,488
41,5,4598
41,6,16464
41,7,13108
41,8,16033
41,9,16327
42,0,7647
42,1,14
42,2,5619
42,3,486
42,4,502
42,5,4548
42,6,16531
42,7,12618
42,8,16089
42,9,16368
43,0,7680
43,1,14
43,2,5600
43,3,490
43,4,496
43,5,4465
43,6,16470
43,7,12202
43,8,15983
43,9,15922
44,0,7721
44,1,14
44,2,5716
44,3,491
44,4,490
44,5,4532
44,6,16576
44,7,12727
44,8,16066
44,9,16165
45,0,7460
45,1,14
45,2,5783
45,3,495
45,4,490
45,5,4527
45,6,16451
45,7,12552
45,8,15865
45,9,16103
46,0,7391
46,1,14
46,2,5755
46,3,481
46,4,487
46,5,4544
46,6,16449
46,7,13158
46,8,15989
46,9,15898
47,0,7616
47,1,14
47,2,5819
47,3,499
47,4,497
47,5,4574
47,6,16493
47,7,12723
47,8,15922
47,9,15930
48,0,7381
48,1,14
48,2,5844
48,3,490
48,4,478
48,5,4386
48,6,16175
48,7,11920
48,8,15864
48,9,16718
49,0,7461
49,1,14
49,2,5789
49,3,481
49,4,482
49,5,4558
49,6,16556
49,7,13086
49,8,15977
49,9,16148
50,0,7615
50,1,14
50,2,5822
50,3,476
50,4,484
50,5,4575
50,6,16578
50,7,13395
50,8,16028
50,9,15977
51,0,7498
51,1,14
51,2,5769
51,3,487
51,4,495
51,5,4456
51,6,16120
51,7,12838
51,8,15901
51,9,17099
52,0,7881
52,1,14
52,2,5931
52,3,494
52,4,489
52,5,4156
52,6,16343
52,7,11112
52,8,15847
52,9,16126
53,0,7665
53,1,14
53,2,5692
53,3,487
53,4,492
53,5,4264
53,6,16588
53,7,11606
53,8,16045
53,9,15857
54,0,7390
54,1,14
54,2,5694
54,3,489
54,4,492
54,5,4622
54,6,16464
54,7,13210
54,8,15968
54,9,15841
55,0,7563
55,1,14
55,2,5534
55,3,495
55,4,490
55,5,4585
55,6,16567
55,7,13170
55,8,16121
55,9,16002
56,0,7446
56,1,14
56,2,5679
56,3,490
56,4,504
56,5,4656
56,6,16527
56,7,13149
56,8,16091
56,9,15751
57,0,7285
57,1,14
57,2,5749
57,3,487
57,4,494
57,5,4555
57,6,16469
57,7,12767
57,8,15968
57,9,15896
58,0,7234
58,1,14
58,2,5595
58,3,486
58,4,497
58,5,4613
58,6,16491
58,7,12949
58,8,16058
58,9,15914
59,0,7077
59,1,14
59,2,5669
59,3,489
59,4,478
59,5,4642
59,6,16525
59,7,13642
59,8,15989
59,9,16147
60,0,7197
60,1,14
60,2,5574
60,3,489
60,4,486
60,5,4532
60,6,16571
60,7,12927
60,8,16032
60,9,15869
61,0,7368
61,1,14
61,2,5711
61,3,481
61,4,499
61,5,4597
61,6,16609
61,7,13308
61,8,16091
61,9,15873
62,0,7613
62,1,14
62,2,5713
62,3,498
62,4,487
62,5,4602
62,6,16530
62,7,12867
62,8,16073
62,9,15935
63,0,7581
63,1,14
63,2,5694
63,3,493
63,4,493
63,5,4625
63,6,16533
63,7,13536
63,8,16044
63,9,16020
64,0,7456
64,1,14
64,2,5674
64,3,491
64,4,494
64,5,4630
64,6,16482
64,7,13164
64,8,16035
64,9,16468
65,0,7480
65,1,14
65,2,5800
65,3,485
65,4,495
65,5,4608
65,6,16471
65,7,13521
65,8,15908
65,9,15806
66,0,6859
66,1,14
66,2,5733
66,3,491
66,4,494
66,5,4576
66,6,16563
66,7,13378
66,8,16020
66,9,16009
67,0,7342
67,1,14
67,2,5803
67,3,507
67,4,488
67,5,4635
67,6,16556
67,7,13708
67,8,16059
67,9,16040
68,0,7394
68,1,14
68,2,5632
68,3,492
68,4,488
68,5,4533
68,6,16375
68,7,12780
68,8,15998
68,9,16584
69,0,7238
69,1,14
69,2,5521
69,3,494
69,4,492
69,5,4558
69,6,16493
69,7,13159
69,8,15969
69,9,15817
70,0,7346
70,1,14
70,2,5661
70,3,483
70,4,494
70,5,4697
70,6,16582
70,7,13700
70,8,16100
70,9,16119
71,0,7255
71,1,14
71,2,5599
71,3,490
71,4,490
71,5,4559
71,6,16516
71,7,12864
71,8,15995
71,9,16086
72,0,7364
72,1,14
72,2,5569
72,3,490
72,4,491
72,5,4535
72,6,16504
72,7,12818
72,8,15980
72,9,15973
73,0,7363
73,1,14
73,2,5699
73,3,493
73,4,484
73,5,4523
73,6,16486
73,7,13225
73,8,15922
73,9,15978
74,0,7551
74,1,14
74,2,5788
74,3,486
74,4,486
74,5,4627
74,6,16417
74,7,12951
74,8,15922
74,9,16214
75,0,7404
75,1,14
75,2,5717
75,3,496
75,4,494
75,5,4287
75,6,16221
75,7,11538
75,8,15791
75,9,16513
76,0,7321
76,1,14
76,2,5682
76,3,493
76,4,489
76,5,4485
76,6,16444
76,7,12780
76,8,15976
76,9,15741
77,0,7585
77,1,14
77,2,5801
77,3,487
77,4,493
77,5,4518
77,6,16422
77,7,12970
77,8,15925
77,9,16498
78,0,7253
78,1,14
78,2,5604
78,3,490
78,4,484
78,5,4500
78,6,16493
78,7,12330
78,8,15969
78,9,16056
79,0,7492
79,1,14
79,2,5573
79,3,493
79,4,492
79,5,4530
79,6,16473
79,7,13032
79,8,16015
79,9,15835
80,0,7518
80,1,14
80,2,5678
80,3,497
80,4,489
80,5,4508
80,6,16487
80,7,12516
80,8,16039
80,9,16480
81,0,7615
81,1,14
81,2,5662
81,3,482
81,4,491
81,5,4449
81,6,16450
81,7,12301
81,8,16039
81,9,16470
82,0,7332
82,1,14
82,2,5634
82,3,494
82,4,495
82,5,4449
82,6,16381
82,7,12305
82,8,15843
82,9,16311
83,0,7474
83,1,14
83,2,5729
83,3,485
83,4,492
83,5,4522
83,6,16492
83,7,12812
83,8,16052
83,9,15996
84,0,7495
84,1,14
84,2,5559
84,3,469
84,4,493
84,5,4467
84,6,16540
84,7,12634
84,8,16046
84,9,16032
85,0,7511
85,1,14
85,2,5575
85,3,493
85,4,492
85,5,4642
85,6,16495
85,7,13487
85,8,16060
85,9,15841
86,0,7529
86,1,14
86,2,5614
86,3,488
86,4,500
86,5,4525
86,6,16656
86,7,13158
86,8,16134
86,9,16031
87,0,7520
87,1,14
87,2,5674
87,3,500
87,4,488
87,5,4627
87,6,16561
87,7,13643
87,8,16046
87,9,15859
88,0,7506
88,1,14
88,2,5745
88,3,491
88,4,492
88,5,4516
88,6,16427
88,7,12953
88,8,16016
88,9,16246
89,0,7437
89,1,14
89,2,5708
89,3,483
89,4,477
89,5,4628
89,6,16475
89,7,13413
89,8,15967
89,9,16011
90,0,7535
90,1,14
90,2,5560
90,3,500
90,4,494
90,5,4597
90,6,16658
90,7,13150
90,8,16092
90,9,15813
91,0,7587
91,1,14
91,2,5716
91,3,493
91,4,497
91,5,4343
91,6,16669
91,7,11434
91,8,16104
91,9,15750
92,0,7553
92,1,14
92,2,5679
92,3,484
92,4,499
92,5,4639
92,6,16544
92,7,13581
92,8,16077
92,9,16106
93,0,7600
93,1,14
93,2,5643
93,3,494
93,4,482
93,5,4424
93,6,16484
93,7,12322
93,8,16015
93,9,15950
94,0,7581
94,1,14
94,2,5577
94,3,491
94,4,490
94,5,4550
94,6,16550
94,7,12720
94,8,16000
94,9,16056
95,0,7626
95,1,14
95,2,5708
95,3,493
95,4,482
95,5,4522
95,6,16508
95,7,12767
95,8,15985
95,9,16183
96,0,7362
96,1,14
96,2,5542
96,3,489
96,4,488
96,5,4610
96,6,16517
96,7,13260
96,8,16068
96,9,15758
97,0,7507
97,1,14
97,2,5809
97,3,493
97,4,482
97,5,4408
97,6,16403
97,7,12207
97,8,15953
97,9,16662
98,0,7385
98,1,14
98,2,5633
98,3,493
98,4,497
98,5,4355
98,6,16510
98,7,11874
98,8,15919
98,9,15891
99,0,7390
99,1,14
99,2,5616
99,3,495
99,4,475
99,5,4605
99,6,16573
99,7,13148
99,8,16052
99,9,15775
100,0,7619
100,1,14
100,2,5675
100,3,494
100,4,498
100,5,4642
100,6,16529
100,7,13210
100,8,16017
100,9,16434
101,0,7410
101,1,14
101,2,5749
101,3,493
101,4,499
101,5,4559
101,6,16311
101,7,12797
101,8,15989
101,9,16994
102,0,7825
102,1,14
102,2,5763
102,3,470
102,4,488
102,5,4478
102,6,16463
102,7,12398
102,8,16025
102,9,16386
